global_step,grad_norm,loss,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,preemption_count
0,4.940122127532959,11.188684463500977,,,,,,,,,,,,,,
1,,,0.0006281407035175,11.260627712425766,0.0,0.0004835649898947,11.264276791360306,0.0,3000.0,0.0007088489919237,11.25242940561269,0.0,3003.0,3.7278432846069336,3.7300968170166016,0.0
1,5.011066913604736,11.18945026397705,,,,,,,,,,,,,,
2,4.946415424346924,11.19219207763672,,,,,,,,,,,,,,
3,4.90847110748291,11.171624183654783,,,,,,,,,,,,,,
4,4.880799293518066,11.14150047302246,,,,,,,,,,,,,,
5,4.794643878936768,11.121626853942873,,,,,,,,,,,,,,
6,4.764017581939697,11.086349487304688,,,,,,,,,,,,,,
7,4.507086753845215,11.02849006652832,,,,,,,,,,,,,,
8,4.419732093811035,10.955598831176758,,,,,,,,,,,,,,
9,4.164151191711426,10.87902545928955,,,,,,,,,,,,,,
10,3.881603956222534,10.79265594482422,,,,,,,,,,,,,,
11,3.5713932514190674,10.707947731018066,,,,,,,,,,,,,,
12,3.2667598724365234,10.616905212402344,,,,,,,,,,,,,,
13,3.0462331771850586,10.533623695373535,,,,,,,,,,,,,,
14,2.7585415840148926,10.449707984924316,,,,,,,,,,,,,,
15,2.5255331993103027,10.37326717376709,,,,,,,,,,,,,,
16,2.3259084224700928,10.298089027404783,,,,,,,,,,,,,,
17,2.1544151306152344,10.224160194396973,,,,,,,,,,,,,,
18,2.0140182971954346,10.159229278564451,,,,,,,,,,,,,,
19,1.9030681848526,10.08940601348877,,,,,,,,,,,,,,
20,1.7649095058441162,10.05029582977295,,,,,,,,,,,,,,
21,1.672039270401001,10.000529289245604,,,,,,,,,,,,,,
22,1.5982338190078735,9.948500633239746,,,,,,,,,,,,,,
23,1.5164079666137695,9.881966590881348,,,,,,,,,,,,,,
24,1.4338380098342896,9.842172622680664,,,,,,,,,,,,,,
25,1.3387401103973389,9.808987617492676,,,,,,,,,,,,,,
26,1.255117416381836,9.773180961608888,,,,,,,,,,,,,,
27,1.1815739870071411,9.752973556518556,,,,,,,,,,,,,,
28,1.096155285835266,9.703567504882812,,,,,,,,,,,,,,
29,1.0269192457199097,9.673993110656738,,,,,,,,,,,,,,
30,0.9836603999137878,9.624942779541016,,,,,,,,,,,,,,
31,0.9253094792366028,9.606653213500977,,,,,,,,,,,,,,
32,0.8775414824485779,9.574302673339844,,,,,,,,,,,,,,
33,0.8302226066589355,9.572263717651367,,,,,,,,,,,,,,
34,0.8002435564994812,9.53227996826172,,,,,,,,,,,,,,
35,0.7627183794975281,9.536066055297852,,,,,,,,,,,,,,
36,0.7425249814987183,9.506103515625,,,,,,,,,,,,,,
37,0.6958454847335815,9.513742446899414,,,,,,,,,,,,,,
38,0.6813520193099976,9.474570274353027,,,,,,,,,,,,,,
39,0.6590741276741028,9.456850051879885,,,,,,,,,,,,,,
40,0.6447399854660034,9.456060409545898,,,,,,,,,,,,,,
41,0.625187873840332,9.414395332336426,,,,,,,,,,,,,,
42,0.5801169872283936,9.431785583496094,,,,,,,,,,,,,,
43,0.5866460800170898,9.38058853149414,,,,,,,,,,,,,,
44,0.5500752925872803,9.38563346862793,,,,,,,,,,,,,,
45,0.5212929844856262,9.36072063446045,,,,,,,,,,,,,,
46,0.5100162029266357,9.351682662963867,,,,,,,,,,,,,,
47,0.48946213722229,9.353663444519045,,,,,,,,,,,,,,
48,0.4724541902542114,9.333544731140137,,,,,,,,,,,,,,
49,0.4634446203708648,9.30866527557373,,,,,,,,,,,,,,
50,0.4506702423095703,9.306492805480955,,,,,,,,,,,,,,
51,0.432182639837265,9.307425498962402,,,,,,,,,,,,,,
52,0.4189366698265075,9.287909507751465,,,,,,,,,,,,,,
53,0.3980087637901306,9.300775527954102,,,,,,,,,,,,,,
54,0.4107386171817779,9.301068305969238,,,,,,,,,,,,,,
55,0.3897387087345123,9.286142349243164,,,,,,,,,,,,,,
56,0.3869569003582001,9.286591529846191,,,,,,,,,,,,,,
57,0.3746591508388519,9.264540672302246,,,,,,,,,,,,,,
58,0.357096403837204,9.264333724975586,,,,,,,,,,,,,,
59,0.3528555035591125,9.255023956298828,,,,,,,,,,,,,,
60,0.3439644575119018,9.245098114013672,,,,,,,,,,,,,,
61,0.3361227512359619,9.244417190551758,,,,,,,,,,,,,,
62,0.3361688256263733,9.2177152633667,,,,,,,,,,,,,,
63,0.3131399750709533,9.230317115783691,,,,,,,,,,,,,,
64,0.3151974081993103,9.224864959716797,,,,,,,,,,,,,,
65,0.3080748915672302,9.226702690124512,,,,,,,,,,,,,,
66,0.3020369112491607,9.175369262695312,,,,,,,,,,,,,,
67,0.2908341884613037,9.194121360778809,,,,,,,,,,,,,,
68,0.2823456227779388,9.176794052124023,,,,,,,,,,,,,,
69,0.2736682295799255,9.189847946166992,,,,,,,,,,,,,,
70,0.2672200202941894,9.179094314575195,,,,,,,,,,,,,,
71,0.2643988728523254,9.182738304138184,,,,,,,,,,,,,,
72,0.256325364112854,9.163691520690918,,,,,,,,,,,,,,
73,0.261836975812912,9.137284278869627,,,,,,,,,,,,,,
74,0.251739501953125,9.153648376464844,,,,,,,,,,,,,,
75,0.2434997856616974,9.159734725952148,,,,,,,,,,,,,,
76,0.2490412294864654,9.150763511657717,,,,,,,,,,,,,,
77,0.242692545056343,9.136765480041504,,,,,,,,,,,,,,
78,0.236196219921112,9.14895248413086,,,,,,,,,,,,,,
79,0.2294697314500808,9.148452758789062,,,,,,,,,,,,,,
80,0.2210059165954589,9.143649101257324,,,,,,,,,,,,,,
81,0.2206164747476577,9.132976531982422,,,,,,,,,,,,,,
82,0.2224514484405517,9.106746673583984,,,,,,,,,,,,,,
83,0.2242379188537597,9.137080192565918,,,,,,,,,,,,,,
84,0.210442304611206,9.126215934753418,,,,,,,,,,,,,,
85,0.2022719383239746,9.141616821289062,,,,,,,,,,,,,,
86,0.20587719976902,9.123802185058594,,,,,,,,,,,,,,
87,0.2063932865858078,9.106761932373049,,,,,,,,,,,,,,
88,0.2055513858795166,9.065489768981934,,,,,,,,,,,,,,
89,0.1960363090038299,9.094029426574709,,,,,,,,,,,,,,
90,0.1875605285167694,9.111266136169434,,,,,,,,,,,,,,
91,0.1877643913030624,9.090497970581056,,,,,,,,,,,,,,
92,0.1847056299448013,9.075055122375488,,,,,,,,,,,,,,
93,0.1898518651723861,9.094550132751465,,,,,,,,,,,,,,
94,0.188422754406929,9.11245346069336,,,,,,,,,,,,,,
95,0.1810270100831985,9.08858585357666,,,,,,,,,,,,,,
96,0.1782473921775818,9.07799243927002,,,,,,,,,,,,,,
97,0.1746370196342468,9.082399368286133,,,,,,,,,,,,,,
98,0.1722808927297592,9.08241367340088,,,,,,,,,,,,,,
99,0.1688168048858642,9.08971881866455,,,,,,,,,,,,,,
100,0.1700473427772522,9.080819129943848,,,,,,,,,,,,,,
500,0.4449446201324463,8.458024024963379,,,,,,,,,,,,,,
1000,0.8117585778236389,7.854583263397217,,,,,,,,,,,,,,
1500,0.7547929286956787,7.449970722198486,,,,,,,,,,,,,,
1975,,,0.2819024725274725,5.8628891941391945,5.424462670933116,0.2602323591771955,6.129470651324844,2.7044553783130656,3000.0,0.237336587066411,6.430974376852014,1.739978561672262,3003.0,838.8900899887085,1668.6234340667725,0.0
2000,0.5243319272994995,7.099173545837402,,,,,,,,,,,,,,
2500,0.811350405216217,6.753803730010986,,,,,,,,,,,,,,
3000,0.6793182492256165,6.48924446105957,,,,,,,,,,,,,,
3500,0.8026691675186157,6.09967851638794,,,,,,,,,,,,,,
3952,,,0.4099175612628527,4.3396181546405765,13.757641374131437,0.396312506974495,4.449085798688175,9.249500073994248,3000.0,0.3802451920283539,4.664600400906397,7.849940560244745,3003.0,1673.6220932006836,3328.9177582263947,0.0
4000,0.581950306892395,5.8842387199401855,,,,,,,,,,,,,,
4500,0.5615226030349731,5.635167598724365,,,,,,,,,,,,,,
5000,0.504391610622406,5.344978332519531,,,,,,,,,,,,,,
5500,0.5651357173919678,5.33978271484375,,,,,,,,,,,,,,
5929,,,0.5060472787245739,3.438287406083929,21.5356956794458,0.5061561542944291,3.4319014178373486,17.553519757205073,3000.0,0.4977746789843704,3.53861193422811,15.890591379247669,3003.0,2508.170261621475,4807.548041820526,0.0
6000,0.5650453567504883,5.189979553222656,,,,,,,,,,,,,,
6500,0.4479501843452453,5.094644069671631,,,,,,,,,,,,,,
7000,0.4396196603775024,5.119563102722168,,,,,,,,,,,,,,
7500,0.4008531868457794,4.912021636962891,,,,,,,,,,,,,,
7907,,,0.5498872411672248,3.0165073521036927,25.220030316059063,0.5499869809425798,2.9781686680884305,21.09208598029194,3000.0,0.5494393120678636,3.025727369124397,19.34819492496708,3003.0,3342.9852454662323,6073.154530763626,0.0
8000,0.3935505747795105,4.94371223449707,,,,,,,,,,,,,,
8500,0.4610368311405182,4.893533229827881,,,,,,,,,,,,,,
9000,0.4031077325344085,4.762156009674072,,,,,,,,,,,,,,
9500,0.3950632512569427,4.73682975769043,,,,,,,,,,,,,,
9885,,,0.5700870752945194,2.8110770232200784,26.32275698861567,0.5736196699358966,2.748675620885048,22.681632627821017,3000.0,0.5736099006449363,2.7710417756086225,21.02080553248364,3003.0,4177.913882493973,7336.626063108444,0.0
10000,,,0.5683687846559403,2.8054606896532133,26.647696929879743,0.5734832798105417,2.712325908854199,22.72693487733308,3000.0,0.5755272790657138,2.7270359435825924,21.22539528064128,3003.0,4226.500387430191,7818.501089096069,0.0
10000,,,,,,,,,,,,,,4226.500387430191,,0.0
